"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"382",2,0,0,2,0,2,0,0,4,1
"383",0,0,0,1,0,1,0,0,1,0
"384",0,0,0,0,0,0,0,0,0,0
"385",0,0,0,0,0,0,0,0,0,1
"386",2,0,0,2,0,2,0,0,4,1
"387",0,0,0,0,0,0,0,0,0,1
"388",2,0,0,2,0,2,0,0,4,1
"389",0,0,0,0,0,0,0,1,0,0
"390",0,0,0,0,0,0,0,0,0,1
"391",0,0,0,0,0,0,0,0,0,1
"392",2,0,2,1,0,2,0,2,3,2
"393",0,0,0,0,0,0,0,0,0,1
"394",0,1,0,1,0,1,0,2,1,1
"395",0,0,0,0,0,0,0,0,0,1
"396",0,0,0,0,0,0,0,0,0,1
"397",0,0,0,1,1,0,0,1,1,1
"398",0,0,0,0,0,0,0,0,0,1
"399",0,0,0,1,0,1,0,1,1,2
"400",0,0,0,0,0,0,0,0,0,1
"401",3,1,0,2,0,2,0,3,3,3
"402",0,0,0,0,0,0,0,0,0,1
"403",0,0,0,0,0,0,0,1,1,1
"404",0,0,0,0,0,0,0,0,0,1
"405",0,0,0,0,0,0,0,1,0,0
"406",0,0,0,0,0,0,0,0,0,1
"407",0,0,0,0,0,0,0,0,0,1
"408",0,0,0,0,0,0,0,0,0,0
"409",0,0,0,0,0,0,0,0,0,0
"410",0,0,0,0,0,0,0,1,1,1
"411",0,0,0,0,0,0,0,0,0,0
"412",0,0,1,1,1,1,0,0,1,1
"413",2,0,1,3,0,1,0,0,3,1
"414",0,0,0,0,0,0,0,1,0,0
"415",0,0,1,1,0,0,0,1,1,1
"416",0,0,0,0,0,0,0,0,0,1
"417",0,0,0,0,0,0,0,0,0,0
"418",0,0,0,0,0,0,0,0,0,0
"419",0,0,0,0,0,0,0,0,0,0
"420",0,0,0,0,0,0,0,0,0,1
"421",0,0,0,0,0,0,0,0,0,1
"422",2,0,0,2,0,2,0,0,4,1
"423",0,0,0,0,0,0,0,1,0,0
"424",0,0,0,0,0,0,0,1,0,0
"425",2,0,1,2,0,2,1,0,3,1
"426",0,0,0,0,0,0,0,0,1,1
"427",0,0,0,0,0,0,0,0,0,1
"428",1,1,0,1,0,0,0,3,1,1
"429",0,0,0,1,0,0,0,1,0,0
"430",1,0,1,1,0,1,0,0,1,1
"431",0,0,0,0,0,0,0,0,0,1
"432",0,0,0,0,0,0,0,0,0,0
"433",2,0,0,2,0,2,0,0,4,1
"434",2,0,0,2,0,2,0,0,4,1
"435",0,1,0,0,1,0,0,1,0,2
"436",0,0,0,0,0,0,0,0,1,0
"437",0,0,0,0,0,0,0,0,0,1
"438",0,1,0,1,1,1,0,2,1,4
"439",1,0,0,1,1,0,0,1,1,1
"440",0,0,0,0,0,0,0,0,0,0
"441",0,0,0,0,0,0,0,0,0,1
"442",0,0,0,0,0,0,0,0,0,1
"443",0,0,0,0,0,0,0,0,0,0
"444",0,0,0,0,0,0,0,0,0,1
"445",0,0,0,0,0,0,0,0,0,1
"446",0,0,0,0,0,0,0,0,0,1
"447",0,0,0,0,1,0,0,1,0,2
"448",0,0,0,0,0,0,0,0,0,1
"449",2,0,0,2,0,2,0,0,4,1
"450",0,0,0,0,0,0,0,0,0,0
"451",0,0,0,0,0,0,0,1,0,0
"452",0,0,0,0,0,0,0,0,0,1
"453",0,0,0,0,0,0,0,0,0,1
"454",0,0,0,0,0,0,0,0,0,1
"455",1,0,0,1,0,0,0,0,1,0
"456",0,0,0,0,0,0,0,0,0,1
"457",0,0,0,0,0,0,0,0,0,1
"458",0,0,0,0,0,0,0,0,0,0
"459",2,0,0,2,0,2,0,0,4,1
"460",0,0,0,1,0,0,0,0,0,0
"461",0,0,0,0,0,0,0,1,0,0
"462",0,1,0,1,0,1,0,2,1,1
